,Barriers to Housing and Services Score,Crime Score,"Education, Skills and Training Score",Employment Score (rate),Health Deprivation and Disability Score,Income Score (rate),Index of Multiple Deprivation (IMD) Score,Living Environment Score,Outdoors Sub-domain Score,beauty,boring,depressing,lively,lsoa,safety,walk,wealth
0,-0.22050385602646694,-3.9772691174258594,-1.3068574951688954,-1.6546218631155798,-1.8025142917618295,-1.706226886858013,-1.4026547952506194,0.24457690335172336,0.5885599542741773,-0.9930693418746679,-1.4190678916421822,0.6650459987492627,0.1966302995619963,,-1.382074905273818,-0.17536393195331687,0.7903946421763439
1,-0.7399938520477521,-4.557124229879475,-1.302948153144386,-1.2910318318277778,-1.0377278026341008,-1.3495636615260467,-1.5003662385677967,-0.5633973244525935,0.055332855115607496,-1.4749681742390865,-1.0927450438094408,1.3420897814425818,0.4697880385894307,,-1.4616648379610935,-0.30102041797524726,0.09850992523275151
2,0.8709384656538257,-2.260477545810924,-0.7274729592288184,-0.029160546770112226,0.399616749288699,-0.6626567090348524,-0.1921338721268275,1.0408760000909414,1.8113348005531125,-1.5890893579362912,-0.2552009351315958,0.7758296800560087,-0.15960703588108513,,-1.7937932074560863,-0.9383569578075892,-0.7715212860180806
3,0.8500972662087027,-2.7597485640866957,0.922068896035871,1.0402218981940117,0.3726576708222299,0.9885619267612881,0.6565335933040558,-0.02146899666712909,1.0505743138057069,-1.7257420921602138,-1.3915680927374352,0.5553309392806423,0.5529122873586647,,-1.5379842981952336,-0.11713459302604133,0.15931108269506644
4,1.3912497897320613,-0.7101096469545791,0.1740814553464499,-0.6066270670507388,0.03495974055803802,-0.2531544873574094,-0.15222356429305092,-0.2136949734948483,-0.33894255696581055,0.13160506915263567,-0.04497227160714052,0.4634546383150145,0.10175527245543176,,0.8363275727165352,-0.542279842243766,-0.39338100316895835
5,1.9301436610988054,1.0294556904062682,-0.16803609156764737,0.41998008011481974,0.506034164287919,0.9357229304158114,0.9248042602143155,-0.29578861161400355,0.2776555544390505,-1.9093524630434102,0.7381399861760318,2.2087949628824077,-1.5217572552664753,,-1.897243004915445,-1.725334959617895,-1.4998038961341227
6,1.4160949634548181,0.16580442019589792,1.2474464399219418,1.3610366316832483,0.8990691503517054,1.701888377425221,1.4771262215001442,0.09381143132998256,1.1738939360866794,-1.9515058505752394,1.123315889825591,1.7576892166156324,-1.8531648394845808,,-2.2208786375063414,-2.9628741255712505,-2.2166808073626396
7,1.693909178718375,1.1152952689870153,0.2658006336137803,0.4627553779133847,1.1885245191495841,0.6715279486884291,1.041140513853922,-0.056218599364823,0.35755277450841283,-0.6073175651672282,0.47078851239619474,1.2649348719959896,-0.03881942011798908,,-0.20830800448111927,-0.9712402176469704,-0.7055038259398886
8,1.946570222237818,1.6741284438290196,-0.13024578533072534,-0.3071999824607843,0.5415066359543258,0.43375246513378507,1.0037991453749628,1.7208834370085129,0.1856000617504372,-1.1710701181937129,-0.0007839109690054941,1.120779355742615,-0.45304406939596115,,-1.3519579600769205,-1.1184382074578216,-1.3541240532342214
9,2.18968332709521,0.4688706874299631,0.9480309366601752,-0.13609879126652438,0.3499552889557296,0.4073329669610468,0.8425064530260449,0.9785473476331733,0.05359595902714329,0.24770002789740478,-0.6787904175315976,-0.23931263005249145,0.9790188279829383,,0.9217185630217551,-0.06043454679581875,-0.021213651278978972
10,2.5550716464311294,0.4968999375787784,0.6728734018581839,0.18471594222271265,0.4648860971548873,1.3584349011796235,1.2127089636221113,0.704963174013234,0.2898138270583011,-1.4509162501218624,0.655104778503287,1.4837502739580692,-0.9165584366748716,,-1.351274294634205,-1.3502507508170067,-1.1107038493666395
11,1.3995657363086869,1.6478510218145055,1.0967864126697038,1.2327107382875535,1.495006674347338,1.0149814249340263,1.6056649370751355,0.11137009301056323,-0.4049446083274575,-1.1974070379920803,0.9510699913827172,1.5660694926760916,-0.1265160396468504,,-0.6907973615199318,-1.3334826639454271,-1.672824898303555
12,1.4902198205946142,0.9926672995859483,1.8483824767663641,1.018834249294729,1.0409590370173323,0.856464435897597,1.3004198930223196,-0.3760436464158205,-0.2781511938695566,-0.7511191744969349,1.2400921654655754,1.29100360716227,-1.1642343672471742,,-0.6701410156206727,-1.047742713470753,-1.4860336739421984
13,1.9280903409564285,0.19908915474761607,1.298267886240561,0.7621824625033392,0.5798169053540451,1.0546106721931336,1.113437807125223,-0.3232757312082111,-0.7801141634357673,-0.308475204188022,1.0181138076059986,0.6906413842413547,-0.3602238825336265,,0.20448899814855587,0.17406617589871065,-1.399452391120555
14,1.2476200457728166,0.47237434369856496,1.5972824313459673,0.7407948136040567,1.0735937109504265,0.8300449377248588,1.0406817746834187,-0.39185563494493,-0.6342148920047579,-1.5968943109091978,1.2053354353358448,1.6127156758958685,-0.8362714938438808,,-0.7492113206392729,-1.744978490540009,-1.7933567458033062
15,1.4690706231281354,0.10273860736106359,0.9861219615143674,1.746014311870333,1.5290602471470887,1.5037421411296839,1.6063071719138398,-0.1401508408013165,-0.6793741903048323,-0.9648909141228433,0.6675753062485331,1.0681557301715408,-0.09615296792430976,,-0.4772898750666517,-0.37374764495728124,-1.2733910153178765
16,1.2209268839219207,0.3479945461631972,1.3328505272266036,1.0402218981940117,0.9317038242847997,1.0017716758476571,1.0927027966184792,-0.3266771473452872,-0.6376886841816867,-0.6866857776580155,1.0356596818079218,0.6197212766627281,-0.12968022152024872,,0.30132697568666966,0.42351691497139043,-0.9163150389443304
17,0.9884910438048868,0.6773382354117766,1.308091361071379,1.0829971959925766,1.2211591930826784,0.7639961922930131,1.1123368331160153,-0.21939464377859716,-0.331994972611953,-1.2650871728843742,1.1160638550002189,1.3030621467844947,-0.4238565991746481,,-0.6988767728873945,-0.9181304483954931,-1.3888965389350598
18,1.2215428799646337,0.6878492042175823,1.11492976924499,0.9332836536975991,1.6227075723464024,1.0546106721931336,1.3339078524690513,0.07956225562061062,-0.46052528315831825,-1.133043167071892,1.0404428170100815,0.9756251891964158,-0.3949590186025519,,-0.2795782462909956,-0.75839007769329,-1.2120076670613622
19,1.429544210387385,0.5266810158618946,1.862015054082601,1.0402218981940117,1.1374441599499585,1.2395471594023015,1.595664423158166,1.3790870803153221,-0.21214914250790948,-1.551761921251754,0.7544679051389306,1.4276473761853998,-0.44543280036584504,,-1.1604343586518482,-1.167687832960222,-1.396506629763936
20,1.2994663793678265,0.43383412474394395,1.4083309001613575,1.1043848448918592,1.150214249749865,0.7772059413793823,1.1850928655578197,0.11238132483509923,-0.5630021523777178,-1.5785772632826822,1.3947293492550756,1.7626828119427014,-1.0116726918443655,,-0.4943597432122662,-1.2830660257890594,-1.7193305825555367
21,1.460549344537272,1.8002600694986886,0.9956447177279152,0.4413677290141022,0.5911680962872953,1.2131276612295634,1.4111595287817873,0.9887515960444012,-0.6168459311201139,-0.9350268899860074,0.6898667541576079,0.7463767073635073,-0.739129127195946,,-0.7292946977628325,-0.8943082281191185,-0.27629735431815144
22,1.4459707715263983,-0.02514484644290609,1.6275547721511407,0.2702665378198426,0.917514835618237,0.24881597792461718,0.7195643553311926,0.060348850954425395,-0.5699497367315753,-1.8003819324991526,1.2803292377761857,1.9797370918981385,-0.7691521417629169,,-0.8532604939459766,-2.2969694632669393,-1.2586724832616911
23,1.5820032309588496,1.0136892371975599,1.2659907546535876,1.0829971959925766,1.1048094860168645,1.0942399194522412,1.3951036578141756,-0.1076075620844283,-0.46920976360064026,-1.8646561031114413,1.6227019103204399,1.6278571204631662,-0.8957883684828498,,-0.8040276678892138,-1.5980421628054704,-1.110588425250319
24,1.3712299183438892,1.3728140047292556,2.512068465081113,1.2540983871868359,0.7543414659527661,1.0546106721931336,1.4542810108090862,-0.8166649314159444,-0.9850679018745662,-0.3147118346836823,2.1585426142485753,1.0316495519191657,-2.354379604001809,,-1.1486612576792923,-1.3692526503797262,-1.5821321433505129
25,1.7458581783205036,-0.6470438341197449,1.467271749146265,1.4465872272803784,2.1590513439424717,1.6358396319933752,1.7048443457379234,-1.1887063126793498,-1.0649651219439282,-1.5151097925187131,1.7646795211157154,1.690447273797813,-2.047628746168213,,-1.3137670221914801,-0.7401964520280551,-1.666772675273827
26,1.6313855803830069,0.16054893579299503,0.42979251956498554,-0.2644246846622193,0.14705275102388318,-0.305993483702886,0.09237616141924476,-0.6654398085648692,-0.8339579421781635,-1.1675392425852118,0.9326844978079144,1.2480864464140244,-1.266437545582117,,-0.4132471174297447,-1.0735197812811719,-0.9431538410802219
27,1.331806171610258,0.42157132780383727,2.5753196142468893,1.5963007695753557,0.5670468155541387,1.6886786283388517,1.5522676976285652,-0.7556233012803131,-0.9381717074860274,-0.9245855568861249,2.0180589320115176,1.0407869655770396,-1.8722307787913874,,-0.5887011543676459,-1.081844636139624,-1.2597473715720209
